index,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
68,0.7202457,0.06069672,0.7366388,0.27925026,0.6950474,0.626572,0.5436911,0.33846438,0.85115135,0.6520172
69,0.72494256,0.06504613,0.73806274,0.28227293,0.601994,0.6249304,0.5481552,0.32754022,0.8529746,0.67221534
70,0.7239342,0.06451613,0.7406858,0.26188302,0.6013485,0.6202272,0.5970957,0.3271016,0.85723794,0.68161273
71,0.72683907,0.06561068,0.74487066,0.25686073,0.6968083,0.62676203,0.6677939,0.32068378,0.8584695,0.65459573
72,0.7302245,0.079723895,0.7502533,0.35638237,0.7033608,0.6335288,0.6957841,0.29338312,0.86039186,0.66929793
73,0.7313127,0.07592055,0.751433,0.34508717,0.7339132,0.6213046,0.73877966,0.30301392,0.8543528,0.67621017
74,0.7295395,0.06388825,0.75854635,0.3272884,0.7722112,0.61791855,0.7701136,0.32254663,0.8498165,0.6869964
75,0.724898,0.061867744,0.747683,0.31141493,0.7694355,0.6186222,0.8163547,0.32772565,0.8420874,0.67542493
76,0.72645724,0.062297553,0.7388688,0.28907737,0.77493423,0.61873555,0.8450886,0.32849723,0.8420511,0.66577685
77,0.72433263,0.06587803,0.7362556,0.29074335,0.78023875,0.6164209,0.8586924,0.32838064,0.8417742,0.694651
78,0.72104347,0.07624102,0.7416996,0.30487907,0.802161,0.60438854,0.8543534,0.33540624,0.83890235,0.7138984
79,0.70929146,0.06961399,0.74622834,0.33282906,0.8168266,0.60326606,0.8507328,0.34849548,0.84499454,0.6936437
80,0.7124695,0.051355004,0.754567,0.35474092,0.7983842,0.6218541,0.85040605,0.3302958,0.84776497,0.6779609
81,0.7231492,0.04383868,0.7359216,0.3260821,0.78876257,0.6230303,0.84895676,0.3293175,0.8487085,0.69387984
82,0.7252814,0.03561732,0.7237963,0.32712537,0.8004453,0.61483175,0.8426534,0.30848804,0.84133554,0.7068759
83,0.72047514,0.030291498,0.7366367,0.35810637,0.8028029,0.61071956,0.8053521,0.30646873,0.83739275,0.70098037
84,0.7101828,0.029736519,0.7536644,0.3589665,0.80088174,0.60133636,0.79228854,0.3066193,0.8477698,0.6921361
85,0.70776093,0.031370014,0.7605722,0.30360785,0.8098372,0.60747415,0.8097579,0.3178048,0.85615337,0.68807137
86,0.71163166,0.036135525,0.7493656,0.2762854,0.8122704,0.6172741,0.82588184,0.3223145,0.857933,0.69284636
87,0.7166179,0.036683023,0.72934496,0.29921174,0.80260366,0.61822945,0.81855404,0.30347973,0.8604018,0.70338774
88,0.7144759,0.033492625,0.7343597,0.3122219,0.799787,0.6074117,0.8219038,0.2958716,0.8535857,0.6874045
89,0.71868056,0.03525123,0.7352829,0.28753698,0.8008997,0.5993243,0.769831,0.31581593,0.85446626,0.67583406
90,0.7166165,0.036866665,0.7367633,0.22480443,0.7892538,0.60292166,0.76619226,0.3440844,0.8616389,0.67865855
91,0.7147553,0.036014855,0.73469687,0.17846316,0.7966615,0.6090534,0.80754834,0.34070557,0.8545256,0.6815861
92,0.7172874,0.032592237,0.7361657,0.17266756,0.79943657,0.61924046,0.84705937,0.32479405,0.85011387,0.68835074
93,0.71782005,0.032368273,0.7325126,0.20669317,0.80592936,0.61690456,0.8290363,0.30489522,0.8437376,0.69384503
94,0.717522,0.03456816,0.73620164,0.24578044,0.81505764,0.6123636,0.83994985,0.28544396,0.8492915,0.6893626
95,0.71916795,0.037095785,0.7386112,0.24492419,0.8169694,0.60931313,0.8223841,0.28164244,0.8572979,0.68952036
96,0.7120351,0.041042536,0.7324414,0.25082088,0.8202875,0.6015706,0.87266755,0.28182137,0.85703623,0.69196457
97,0.71179587,0.039656907,0.73275506,0.25133935,0.80564106,0.6003611,0.86841774,0.26988328,0.85710406,0.6879943
98,0.70835775,0.040314674,0.73228776,0.24456137,0.80727726,0.6050577,0.90951157,0.24923724,0.8604189,0.686205
99,0.707361,0.03982222,0.73247516,0.2527732,0.8035732,0.6031068,0.92785406,0.2365458,0.85175157,0.68994945
100,0.70913965,0.036890477,0.7323952,0.284841,0.80427545,0.6051467,0.9681893,0.23295915,0.8470091,0.6918105
101,0.71103716,0.0349015,0.7350246,0.35010636,0.8083441,0.60684705,0.96957576,0.24379173,0.84627044,0.68583035
102,0.7095058,0.03501177,0.7333957,0.40488967,0.80377597,0.6059837,0.97772324,0.2536922,0.8493088,0.68779254
103,0.70770156,0.0351488,0.72894955,0.4240234,0.80138564,0.6031571,0.9659747,0.2599759,0.8534199,0.6887693
104,0.7090984,0.030953556,0.7321777,0.43015236,0.80877113,0.6033867,0.9818481,0.25825274,0.8527836,0.6775551
105,0.7081067,0.03038916,0.7303705,0.4110144,0.8164152,0.60533774,0.9772006,0.2524522,0.8521144,0.6843527
106,0.70960325,0.029331684,0.7307108,0.40323234,0.812077,0.60374963,0.9814018,0.25199974,0.8544412,0.686159
107,0.70540017,0.03146586,0.7291477,0.40666085,0.8115558,0.6014256,0.9794693,0.25666082,0.8538954,0.6829628
108,0.7059935,0.03316328,0.7310505,0.41025865,0.81179595,0.60260624,0.9832611,0.27012008,0.850454,0.682753
109,0.7007874,0.03716284,0.72923565,0.4104059,0.8134757,0.5940563,0.98226976,0.270761,0.8474761,0.6876412
110,0.69962037,0.040697455,0.72724,0.40155613,0.8143495,0.59449005,0.9851265,0.26586428,0.8467723,0.68843156
111,0.70034623,0.04724279,0.73045635,0.4046406,0.81340706,0.5968196,0.9842672,0.260359,0.84534633,0.68910336
112,0.69942254,0.05742678,0.7278184,0.3947234,0.8124639,0.59748065,0.98647475,0.28239298,0.8506315,0.689085
113,0.7022511,0.06075999,0.7299949,0.39916423,0.8106672,0.5964832,0.98624194,0.2865613,0.848995,0.6858661
114,0.7002661,0.062185407,0.7281096,0.39793423,0.8105421,0.59655017,0.98733306,0.2969623,0.8512226,0.68444794
115,0.6971784,0.0627909,0.72772205,0.38424432,0.80981517,0.5914403,0.98713094,0.29042158,0.85142213,0.6821229
116,0.6960144,0.06497055,0.7244655,0.38128516,0.80953604,0.5914865,0.9890522,0.28119063,0.851132,0.68075997
117,0.6921934,0.07054594,0.72347605,0.382078,0.80967724,0.5891259,0.9906388,0.28117207,0.85079896,0.67657495
118,0.69158125,0.07412696,0.7206286,0.3802855,0.80710745,0.58829707,0.98983663,0.29571062,0.8527342,0.6754174
119,0.6938249,0.07519469,0.72262883,0.38558012,0.8049298,0.58859354,0.9907736,0.30873388,0.8519764,0.6730662
120,0.69138646,0.073948145,0.7223978,0.3863961,0.8008711,0.58679074,0.9883307,0.29022467,0.8532821,0.67705476
121,0.6924617,0.07153246,0.7233306,0.38367748,0.7935296,0.59177655,0.99074745,0.3092214,0.8536302,0.6764152
122,0.6916052,0.068415165,0.72056186,0.36974084,0.7938877,0.5866255,0.9852148,0.30994812,0.85304254,0.6752542
123,0.6911812,0.07081759,0.71794856,0.3790193,0.7928776,0.5837158,0.99021804,0.3010375,0.85133886,0.6726674
124,0.6893858,0.07195115,0.71614504,0.38064522,0.7940589,0.5815972,0.9776527,0.2938109,0.8532931,0.6722688
125,0.686337,0.07054123,0.7136401,0.38060015,0.7953324,0.5797779,0.98400784,0.30448443,0.85338324,0.6690759
126,0.68450224,0.06860021,0.71293443,0.37390924,0.7968458,0.5810331,0.96020097,0.2879163,0.8511163,0.66832256
127,0.6840707,0.10077849,0.7125049,0.37395862,0.79846084,0.5831339,0.95032954,0.2850614,0.85430336,0.6721491
128,0.70005363,0.095703185,0.5848529,0.09515324,0.8198534,0.59823865,0.97328764,0.25814933,0.6412691,0.6201254
129,0.70167243,0.09551206,0.5912651,0.098614246,0.81638134,0.6002838,0.97277975,0.25315738,0.6430385,0.6211019
130,0.7023367,0.09791824,0.5978369,0.096999824,0.8080073,0.6038914,0.97289085,0.23845774,0.6428236,0.62315756
131,0.7038853,0.09674573,0.6035072,0.1034596,0.8075426,0.6024826,0.97265196,0.22993088,0.64091307,0.62310946
132,0.70362467,0.09525418,0.6115905,0.12449804,0.8127185,0.6051597,0.9751232,0.22899783,0.6460639,0.6270391
133,0.70823586,0.095086515,0.6190659,0.14659274,0.8245513,0.6072237,0.9716644,0.23109943,0.64118385,0.6318944
134,0.7091937,0.09098169,0.62673473,0.18064791,0.8383935,0.6080376,0.976115,0.23586026,0.64448196,0.63695216
135,0.7083031,0.09198606,0.6299438,0.19190466,0.84606844,0.6075655,0.97701114,0.2400173,0.64120775,0.6380385
136,0.7044118,0.08157408,0.63794494,0.21246183,0.8165617,0.6091926,0.9751063,0.23280418,0.6378484,0.64145046
137,0.70504856,0.082345486,0.64378095,0.21665713,0.81354916,0.60829514,0.9751154,0.23430681,0.6366533,0.6433841
138,0.7076474,0.08062446,0.64669865,0.22554955,0.8129981,0.6096167,0.97289765,0.2554897,0.63403535,0.64382946
139,0.70684445,0.07596591,0.6517341,0.22527054,0.8126174,0.6080884,0.97197956,0.2719301,0.63245904,0.64603937
140,0.7079382,0.0761255,0.6559154,0.22608292,0.81330943,0.60831475,0.9686878,0.30423242,0.64284724,0.6455531
141,0.71169686,0.072348416,0.6619444,0.2484918,0.8144554,0.60705423,0.9664402,0.32926437,0.6698533,0.6487183
142,0.7106614,0.07142058,0.6630086,0.3291825,0.8104391,0.6066957,0.95600164,0.3514851,0.72038794,0.6487178
143,0.71141464,0.06565061,0.6678217,0.39426702,0.8139662,0.60760903,0.9500102,0.362018,0.75559247,0.6496516
144,0.71344995,0.057507068,0.67513156,0.44655466,0.81528205,0.61318517,0.9371451,0.4236455,0.79567105,0.65326416
145,0.7140968,0.04075423,0.67597616,0.4910848,0.8183439,0.6129175,0.9349874,0.43511987,0.81073916,0.6551833
146,0.71259177,0.0345335,0.6791849,0.5464112,0.8189716,0.6175903,0.935878,0.43666673,0.8193507,0.6562794
147,0.7135265,0.041247666,0.6891246,0.50673974,0.8199285,0.6155681,0.9313563,0.39168864,0.82433635,0.65844643
148,0.71236646,0.049447417,0.692052,0.38791582,0.8148057,0.6154024,0.926682,0.33481872,0.8182494,0.65545857
149,0.713847,0.049572885,0.69448656,0.225698,0.8189838,0.61716837,0.9238552,0.28012657,0.8157838,0.65881073
150,0.7106935,0.060685337,0.69983166,0.15329337,0.8162705,0.6224847,0.92326915,0.27686805,0.8202801,0.66348755
151,0.7128039,0.07490066,0.69970644,0.14117303,0.818109,0.6201201,0.9223349,0.29078567,0.8248676,0.66163886
152,0.7200375,0.073835105,0.70744526,0.14148182,0.818583,0.62259024,0.9132528,0.30090714,0.82199246,0.66123104
153,0.72240573,0.0832279,0.70700264,0.13710955,0.82371086,0.61910784,0.9253385,0.289383,0.8280201,0.6608992
154,0.71901536,0.09321743,0.71040934,0.13927111,0.8208871,0.6206175,0.92396855,0.24835184,0.8309904,0.66284114
155,0.7218092,0.090100974,0.7150087,0.15639526,0.82409513,0.6202665,0.92373264,0.23997706,0.83752364,0.6648985
156,0.72348493,0.10188028,0.7213589,0.21152228,0.8235679,0.619499,0.92074883,0.2741331,0.8397653,0.6645343
157,0.721087,0.116092384,0.72346085,0.28704703,0.82075363,0.61997074,0.934865,0.2541061,0.83927,0.6694176
158,0.7177422,0.10900223,0.7257913,0.33163622,0.82716876,0.6188399,0.93499744,0.22291547,0.833721,0.66858155
159,0.71926284,0.08676773,0.7261328,0.34119463,0.823874,0.6195144,0.9359376,0.23968434,0.8316411,0.6671248
160,0.72605217,0.06590235,0.7366436,0.29433763,0.8330494,0.6211653,0.9304695,0.23890886,0.83290595,0.67676663
161,0.72040737,0.06266925,0.73518187,0.24866492,0.83064044,0.61190504,0.8871446,0.24060446,0.8363353,0.67372227
162,0.7228868,0.058095634,0.73834586,0.18077981,0.81340057,0.60144573,0.84042186,0.23628718,0.8383991,0.66702044
163,0.71870726,0.050768107,0.7353722,0.13789359,0.790599,0.59865737,0.8523505,0.22859985,0.8384134,0.6726325
164,0.7193383,0.0458754,0.7334715,0.12114641,0.8344882,0.59732777,0.87421834,0.22490007,0.83610106,0.67779565
165,0.7241685,0.04188004,0.7251398,0.13210237,0.84050435,0.6080797,0.9099678,0.22885334,0.83478093,0.6734436
166,0.7250124,0.04491824,0.724499,0.14085424,0.8476005,0.6212878,0.91029847,0.23566237,0.8334166,0.67343235
167,0.7248696,0.04459986,0.7243171,0.15165156,0.8626285,0.6353526,0.88744426,0.24882019,0.8323218,0.6761043
168,0.71371424,0.06447458,0.69307053,0.17885232,0.8429827,0.59943295,0.8791807,0.26809105,0.8300171,0.6735641
169,0.7264853,0.05607775,0.7255237,0.159165,0.8329965,0.61509264,0.8734207,0.2637342,0.82854176,0.6660593
170,0.73012334,0.04734555,0.7460078,0.18155915,0.81005585,0.63174796,0.87470067,0.26445585,0.8371278,0.6768237
171,0.7203785,0.058520198,0.73493814,0.2718451,0.80469364,0.6460791,0.8657038,0.26614982,0.8397926,0.6844014
172,0.7159979,0.073209584,0.7123883,0.31216794,0.8362356,0.64041513,0.8821099,0.26675695,0.8380217,0.682403
173,0.7278095,0.08998343,0.6893264,0.3041203,0.8241682,0.62486047,0.8529346,0.27660167,0.84082687,0.67482203
174,0.7363307,0.09851393,0.7124952,0.28764826,0.8318145,0.5950293,0.83781946,0.2826774,0.83894664,0.68126863
175,0.71671414,0.09665918,0.73521316,0.28344047,0.87356853,0.57850987,0.8186377,0.2898478,0.84200466,0.7013805
176,0.71157134,0.089084715,0.7300601,0.27529305,0.8566302,0.5985414,0.71452147,0.30426767,0.8405381,0.67609304
177,0.7122682,0.09154689,0.726783,0.23039353,0.8294498,0.6025299,0.6507926,0.306606,0.84984046,0.65520316
178,0.71223676,0.07906142,0.73071504,0.18964398,0.77771384,0.60220516,0.5796861,0.31460285,0.8486469,0.61792624
179,0.7082756,0.07362461,0.73502684,0.20960012,0.7563496,0.6117645,0.5340091,0.31129873,0.84373105,0.6017743
180,0.72335845,0.059089363,0.7359556,0.26499093,0.72240305,0.6222315,0.48321906,0.30087996,0.8323485,0.6324093
181,0.7275704,0.05557257,0.73820573,0.2995609,0.63289845,0.6265728,0.43745852,0.2980324,0.82374144,0.6463373
182,0.7366117,0.0575037,0.7507449,0.29528952,0.5315516,0.633352,0.40071565,0.29636467,0.83303356,0.5936338
183,0.74149776,0.0613105,0.74766254,0.27272046,0.5112906,0.6276754,0.36873624,0.30266967,0.8374169,0.5201281
184,0.7456462,0.06411952,0.7481606,0.26338944,0.6160577,0.6189054,0.36185515,0.2935829,0.83934456,0.56062907
185,0.73522747,0.06952748,0.7367756,0.2574957,0.60167474,0.62070465,0.33735168,0.32204115,0.8371208,0.54036295
186,0.7220684,0.07334632,0.7302944,0.23251826,0.58596396,0.6283968,0.32749346,0.34126186,0.8366976,0.48085582
187,0.72021604,0.07707,0.71914625,0.21114087,0.52932364,0.61733055,0.33541316,0.33244967,0.83726645,0.47982237
188,0.72700745,0.07423818,0.71703464,0.18773496,0.49197495,0.62032723,0.3406638,0.31646454,0.8395829,0.5002659
189,0.73416317,0.06557256,0.7175275,0.18520263,0.49735105,0.58625185,0.34635594,0.31746545,0.8463918,0.48233128
190,0.73304045,0.0564124,0.7210686,0.18810499,0.48293296,0.5605949,0.30860746,0.31596303,0.85740566,0.48234928
191,0.72707105,0.05102533,0.73118556,0.19810623,0.47008565,0.53795254,0.29261366,0.30712026,0.859196,0.54367745
192,0.7224404,0.05185306,0.7324164,0.22282371,0.43916214,0.5060349,0.31677914,0.33857536,0.84526163,0.542997
193,0.71059394,0.05284685,0.7304951,0.23397475,0.45094097,0.4945797,0.32620984,0.3325882,0.84138155,0.5352538
194,0.7151278,0.058168173,0.7211596,0.24482656,0.45566303,0.48279998,0.3438268,0.33218735,0.841191,0.5251624
195,0.71806335,0.06164974,0.7246412,0.2665341,0.4283863,0.47456178,0.36598486,0.32497984,0.8310597,0.5311106
196,0.73307884,0.061865985,0.7297589,0.2864208,0.39302993,0.47772416,0.3533215,0.32070822,0.8320091,0.55709505
197,0.7321406,0.064418525,0.7404892,0.30099833,0.39801174,0.5025348,0.3353445,0.31617588,0.82993424,0.5789665
198,0.71503794,0.06649941,0.7481693,0.29124582,0.39713413,0.52504796,0.28948265,0.32060826,0.8331488,0.58771026
199,0.7013819,0.066587985,0.74677557,0.28388068,0.41719937,0.5382991,0.25502625,0.31882152,0.8330958,0.5941187
200,0.6981058,0.07382387,0.7375761,0.29800153,0.43566933,0.5624035,0.28776515,0.30542308,0.8336733,0.60985506
201,0.7006018,0.071704805,0.73525417,0.28716233,0.41978037,0.57725275,0.31034952,0.31621987,0.83212656,0.5997271
202,0.7059955,0.06218332,0.73655945,0.2762667,0.44339073,0.59416527,0.34703216,0.33198863,0.8369409,0.59915
203,0.70615363,0.05553767,0.7340263,0.27639633,0.474665,0.6135651,0.4288487,0.3327608,0.8442545,0.6207577
204,0.720614,0.056247115,0.74069303,0.2617828,0.5218213,0.6196061,0.480252,0.32576576,0.85468423,0.6741288
205,0.7239394,0.059166223,0.74128616,0.2524225,0.5564368,0.62156665,0.5668504,0.33021462,0.86140245,0.7068608
206,0.7292006,0.07299733,0.7473769,0.27370083,0.63067263,0.6151561,0.6205727,0.33859026,0.8672906,0.70692396
207,0.7233011,0.07038987,0.7525449,0.30077296,0.690045,0.6091168,0.67408526,0.34520003,0.8708689,0.6921307
208,0.7095573,0.060430795,0.7565322,0.32573485,0.7530968,0.6087248,0.73324054,0.31880432,0.84266496,0.67740136
209,0.71187234,0.048783273,0.7503444,0.3061098,0.7987227,0.6134957,0.7447141,0.32861233,0.83904207,0.6764176
210,0.7076328,0.035808355,0.74052536,0.30980724,0.82809734,0.61094266,0.77736974,0.31796834,0.8408484,0.69146466
211,0.702533,0.028205037,0.72287077,0.31509015,0.82852536,0.61525285,0.77458555,0.3137377,0.8521015,0.69593865
212,0.71008116,0.031526685,0.7037539,0.31883475,0.7939242,0.6106126,0.7704886,0.32405078,0.8629452,0.6952755
213,0.7148683,0.03546992,0.70699185,0.29110998,0.7762623,0.60336554,0.7724646,0.3357404,0.86373335,0.69604725
214,0.7266035,0.042764515,0.73724025,0.27726257,0.8118187,0.6009524,0.7707505,0.3356111,0.84991586,0.698532
215,0.7377651,0.04248786,0.7544612,0.27134842,0.8325587,0.60380507,0.7432447,0.31677297,0.83750874,0.699136
216,0.7120452,0.0293293,0.74214995,0.25695038,0.8170966,0.615363,0.7521424,0.30357426,0.85723436,0.6993805
217,0.714799,0.030251265,0.73742527,0.24025574,0.8243159,0.6142654,0.7359327,0.31988788,0.85530114,0.6955899
218,0.7158752,0.03232947,0.73897463,0.19456661,0.82207084,0.6142857,0.71851087,0.33546436,0.8472898,0.69578594
219,0.7162833,0.032734513,0.73774886,0.14703703,0.8172029,0.61330134,0.710466,0.32823247,0.83949506,0.6853261
220,0.7159461,0.031707466,0.74270207,0.15142101,0.8107458,0.6130296,0.72700083,0.3110094,0.8390378,0.68089914
221,0.7173719,0.03121987,0.7403258,0.20840299,0.7926189,0.6125006,0.7112493,0.29141635,0.8392185,0.68185276
222,0.7175935,0.033420205,0.74334866,0.27093935,0.78193724,0.60614735,0.7750133,0.2836827,0.8498145,0.6908319
223,0.71359926,0.037555635,0.7357773,0.26675498,0.77133083,0.6039378,0.80572593,0.28637642,0.84802735,0.7002308
224,0.70775396,0.040870488,0.7336885,0.25577343,0.78307676,0.60827327,0.8225091,0.27587423,0.8504391,0.68444294
225,0.70549893,0.038796693,0.7317784,0.2665012,0.78650916,0.6026841,0.8208529,0.270135,0.8544655,0.6868525
